,adr_address,name,price_level,rating,serves_breakfast,serves_dinner,takeout,types,serves_lunch
3,"<span class=""street-address"">8920 Wesleyan Rd</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46268-1148</span>, <span class=""country-name"">USA</span>",El Mezcal Mexican Restaurant,2.0,4.2,False,True,True,establishment,True
0,"<span class=""street-address"">10 N Illinois St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",Weber Grill Restaurant,2.0,4.2,False,True,True,bar,True
1,"<span class=""street-address"">10 N Illinois St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",Weber Grill Restaurant,2.0,4.2,False,True,True,restaurant,True
2,"<span class=""street-address"">10 N Illinois St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",Weber Grill Restaurant,2.0,4.2,False,True,True,food,True
3,"<span class=""street-address"">10 N Illinois St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",Weber Grill Restaurant,2.0,4.2,False,True,True,point_of_interest,True
4,"<span class=""street-address"">10 N Illinois St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",Weber Grill Restaurant,2.0,4.2,False,True,True,establishment,True
0,"<span class=""street-address"">6673 Whitestown Pkwy</span>, <span class=""locality"">Zionsville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46077</span>, <span class=""country-name"">USA</span>",El Rodeo Mexican Restaurant,2.0,4.2,,True,True,restaurant,True
1,"<span class=""street-address"">6673 Whitestown Pkwy</span>, <span class=""locality"">Zionsville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46077</span>, <span class=""country-name"">USA</span>",El Rodeo Mexican Restaurant,2.0,4.2,,True,True,food,True
2,"<span class=""street-address"">6673 Whitestown Pkwy</span>, <span class=""locality"">Zionsville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46077</span>, <span class=""country-name"">USA</span>",El Rodeo Mexican Restaurant,2.0,4.2,,True,True,point_of_interest,True
3,"<span class=""street-address"">6673 Whitestown Pkwy</span>, <span class=""locality"">Zionsville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46077</span>, <span class=""country-name"">USA</span>",El Rodeo Mexican Restaurant,2.0,4.2,,True,True,establishment,True
0,"<span class=""street-address"">2301 Conner St</span>, <span class=""locality"">Noblesville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46060-3189</span>, <span class=""country-name"">USA</span>",Jim Dandy Family Restaurant,1.0,4.3,True,True,True,restaurant,True
1,"<span class=""street-address"">2301 Conner St</span>, <span class=""locality"">Noblesville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46060-3189</span>, <span class=""country-name"">USA</span>",Jim Dandy Family Restaurant,1.0,4.3,True,True,True,food,True
2,"<span class=""street-address"">2301 Conner St</span>, <span class=""locality"">Noblesville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46060-3189</span>, <span class=""country-name"">USA</span>",Jim Dandy Family Restaurant,1.0,4.3,True,True,True,point_of_interest,True
3,"<span class=""street-address"">2301 Conner St</span>, <span class=""locality"">Noblesville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46060-3189</span>, <span class=""country-name"">USA</span>",Jim Dandy Family Restaurant,1.0,4.3,True,True,True,establishment,True
0,"<span class=""street-address"">6112 Cambridge Way</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",The Coachman Restaurant and Lounge,2.0,4.3,False,True,True,restaurant,True
1,"<span class=""street-address"">6112 Cambridge Way</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",The Coachman Restaurant and Lounge,2.0,4.3,False,True,True,night_club,True
2,"<span class=""street-address"">6112 Cambridge Way</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",The Coachman Restaurant and Lounge,2.0,4.3,False,True,True,bar,True
3,"<span class=""street-address"">6112 Cambridge Way</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",The Coachman Restaurant and Lounge,2.0,4.3,False,True,True,food,True
4,"<span class=""street-address"">6112 Cambridge Way</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",The Coachman Restaurant and Lounge,2.0,4.3,False,True,True,point_of_interest,True
5,"<span class=""street-address"">6112 Cambridge Way</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",The Coachman Restaurant and Lounge,2.0,4.3,False,True,True,establishment,True
0,"<span class=""street-address"">5498 Emerson Way</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46226</span>, <span class=""country-name"">USA</span>",Golden Chef Chinese Restaurant,1.0,4.2,False,True,True,restaurant,True
1,"<span class=""street-address"">5498 Emerson Way</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46226</span>, <span class=""country-name"">USA</span>",Golden Chef Chinese Restaurant,1.0,4.2,False,True,True,food,True
2,"<span class=""street-address"">5498 Emerson Way</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46226</span>, <span class=""country-name"">USA</span>",Golden Chef Chinese Restaurant,1.0,4.2,False,True,True,point_of_interest,True
3,"<span class=""street-address"">5498 Emerson Way</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46226</span>, <span class=""country-name"">USA</span>",Golden Chef Chinese Restaurant,1.0,4.2,False,True,True,establishment,True
0,"<span class=""street-address"">5510 Lafayette Rd # 160</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46254-1690</span>, <span class=""country-name"">USA</span>",Puerto Vallarta Restaurant,1.0,4.3,,True,True,restaurant,True
1,"<span class=""street-address"">5510 Lafayette Rd # 160</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46254-1690</span>, <span class=""country-name"">USA</span>",Puerto Vallarta Restaurant,1.0,4.3,,True,True,food,True
2,"<span class=""street-address"">5510 Lafayette Rd # 160</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46254-1690</span>, <span class=""country-name"">USA</span>",Puerto Vallarta Restaurant,1.0,4.3,,True,True,point_of_interest,True
3,"<span class=""street-address"">5510 Lafayette Rd # 160</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46254-1690</span>, <span class=""country-name"">USA</span>",Puerto Vallarta Restaurant,1.0,4.3,,True,True,establishment,True
0,"<span class=""street-address"">4705 E 96th St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46240</span>, <span class=""country-name"">USA</span>",Arni's Restaurant - Indianapolis,2.0,4.4,False,True,True,restaurant,True
1,"<span class=""street-address"">4705 E 96th St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46240</span>, <span class=""country-name"">USA</span>",Arni's Restaurant - Indianapolis,2.0,4.4,False,True,True,food,True
2,"<span class=""street-address"">4705 E 96th St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46240</span>, <span class=""country-name"">USA</span>",Arni's Restaurant - Indianapolis,2.0,4.4,False,True,True,point_of_interest,True
3,"<span class=""street-address"">4705 E 96th St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46240</span>, <span class=""country-name"">USA</span>",Arni's Restaurant - Indianapolis,2.0,4.4,False,True,True,establishment,True
0,"<span class=""street-address"">40 W Jackson Pl</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46225</span>, <span class=""country-name"">USA</span>",1913 Restaurant,,4.2,True,True,True,restaurant,True
1,"<span class=""street-address"">40 W Jackson Pl</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46225</span>, <span class=""country-name"">USA</span>",1913 Restaurant,,4.2,True,True,True,food,True
2,"<span class=""street-address"">40 W Jackson Pl</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46225</span>, <span class=""country-name"">USA</span>",1913 Restaurant,,4.2,True,True,True,point_of_interest,True
3,"<span class=""street-address"">40 W Jackson Pl</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46225</span>, <span class=""country-name"">USA</span>",1913 Restaurant,,4.2,True,True,True,establishment,True
0,"<span class=""street-address"">653 Virginia Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46203</span>, <span class=""country-name"">USA</span>",Bluebeard,3.0,4.6,False,True,True,bar,True
1,"<span class=""street-address"">653 Virginia Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46203</span>, <span class=""country-name"">USA</span>",Bluebeard,3.0,4.6,False,True,True,restaurant,True
2,"<span class=""street-address"">653 Virginia Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46203</span>, <span class=""country-name"">USA</span>",Bluebeard,3.0,4.6,False,True,True,food,True
3,"<span class=""street-address"">653 Virginia Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46203</span>, <span class=""country-name"">USA</span>",Bluebeard,3.0,4.6,False,True,True,point_of_interest,True
4,"<span class=""street-address"">653 Virginia Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46203</span>, <span class=""country-name"">USA</span>",Bluebeard,3.0,4.6,False,True,True,establishment,True
0,"<span class=""street-address"">49 W Maryland St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",A&W Restaurant,1.0,4.0,,True,True,restaurant,True
1,"<span class=""street-address"">49 W Maryland St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",A&W Restaurant,1.0,4.0,,True,True,food,True
2,"<span class=""street-address"">49 W Maryland St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",A&W Restaurant,1.0,4.0,,True,True,point_of_interest,True
3,"<span class=""street-address"">49 W Maryland St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",A&W Restaurant,1.0,4.0,,True,True,establishment,True
